Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_3072_1731_4096,Gemm_Hipblaslt_TN_9613,0.0907597
GemmTunableOp_Half_TN,tn_3072_3379_4096,Gemm_Rocblas_621286753,0.151923
GemmTunableOp_Half_TN,tn_4096_1608_2048,Gemm_Hipblaslt_TN_9607,0.0569751
GemmTunableOp_Half_TN,tn_4096_5089_7168,Gemm_Hipblaslt_TN_9681,0.525725
GemmTunableOp_Half_TN,tn_3072_1850_4096,Gemm_Hipblaslt_TN_9148,0.0931146
GemmTunableOp_Half_TN,tn_4096_3309_7168,Gemm_Hipblaslt_TN_9677,0.321533
GemmTunableOp_Half_TN,tn_4096_1771_2048,Gemm_Hipblaslt_TN_9136,0.0622302
GemmTunableOp_Half_TN,tn_3072_3309_4096,Gemm_Hipblaslt_TN_9619,0.151502
GemmTunableOp_Half_TN,tn_64128_119_4096,Gemm_Rocblas_621286258,0.200831
GemmTunableOp_Half_TN,tn_3072_1846_4096,Gemm_Hipblaslt_TN_9615,0.0939993
GemmTunableOp_Half_TN,tn_4096_1680_2048,Gemm_Hipblaslt_TN_9588,0.0583336
GemmTunableOp_Half_TN,tn_4096_1794_7168,Gemm_Hipblaslt_TN_9137,0.20265
GemmTunableOp_Half_TN,tn_4096_3586_7168,Gemm_Hipblaslt_TN_9683,0.340606
GemmTunableOp_Half_TN,tn_3072_1804_4096,Gemm_Rocblas_621286778,0.0894028
GemmTunableOp_Half_TN,tn_4096_6971_2048,Gemm_Hipblaslt_TN_9814,0.206165
GemmTunableOp_Half_TN,tn_14336_1888_4096,Gemm_Hipblaslt_TN_9189,0.373339
GemmTunableOp_Half_TN,tn_64128_190_4096,Gemm_Hipblaslt_TN_9694,0.250425
GemmTunableOp_Half_TN,tn_14336_3645_4096,Gemm_Hipblaslt_TN_9677,0.723725
GemmTunableOp_Half_TN,tn_4096_3496_7168,Gemm_Hipblaslt_TN_9187,0.332425
GemmTunableOp_Half_TN,tn_3072_1688_4096,Gemm_Hipblaslt_TN_9148,0.0888097
GemmTunableOp_Half_TN,tn_14336_3640_4096,Gemm_Hipblaslt_TN_9192,0.729407
GemmTunableOp_Half_TN,tn_14336_1882_4096,Gemm_Hipblaslt_TN_9697,0.370947
GemmTunableOp_Half_TN,tn_4096_1887_7168,Gemm_Hipblaslt_TN_9645,0.206151
GemmTunableOp_Half_TN,tn_64128_196_4096,Gemm_Hipblaslt_TN_9654,0.266498
GemmTunableOp_Half_TN,tn_4096_1667_7168,Gemm_Hipblaslt_TN_9587,0.181915
GemmTunableOp_Half_TN,tn_14336_6871_4096,Gemm_Rocblas_621294492,1.28725
GemmTunableOp_Half_TN,tn_4096_1762_7168,Gemm_Hipblaslt_TN_9267,0.197965
GemmTunableOp_Half_TN,tn_3072_3441_4096,Gemm_Hipblaslt_TN_9629,0.152887
GemmTunableOp_Half_TN,tn_4096_6715_7168,Gemm_Hipblaslt_TN_9677,0.649381
GemmTunableOp_Half_TN,tn_14336_3345_4096,Gemm_Hipblaslt_TN_9223,0.626217
GemmTunableOp_Half_TN,tn_4096_7096_7168,Gemm_Hipblaslt_TN_9743,0.665779
GemmTunableOp_Half_TN,tn_3072_7579_4096,Gemm_Hipblaslt_TN_9779,0.332734
GemmTunableOp_Half_TN,tn_14336_1592_4096,Gemm_Hipblaslt_TN_9690,0.324863
GemmTunableOp_Half_TN,tn_14336_1830_4096,Gemm_Hipblaslt_TN_9697,0.367187
GemmTunableOp_Half_TN,tn_4096_1830_2048,Gemm_Hipblaslt_TN_9590,0.0630126
GemmTunableOp_Half_TN,tn_4096_3401_7168,Gemm_Hipblaslt_TN_9187,0.330958
GemmTunableOp_Half_TN,tn_3072_1601_4096,Gemm_Rocblas_621294520,0.0870303
GemmTunableOp_Half_TN,tn_14336_1778_4096,Gemm_Hipblaslt_TN_9697,0.363656
GemmTunableOp_Half_TN,tn_14336_1946_4096,Gemm_Hipblaslt_TN_9217,0.39625
GemmTunableOp_Half_TN,tn_4096_7196_2048,Gemm_Hipblaslt_TN_9743,0.204069
GemmTunableOp_Half_TN,tn_14336_3553_4096,Gemm_Hipblaslt_TN_9223,0.655401
GemmTunableOp_Half_TN,tn_4096_3612_2048,Gemm_Hipblaslt_TN_9896,0.104715
GemmTunableOp_Half_TN,tn_4096_3768_2048,Gemm_Hipblaslt_TN_9768,0.109706
GemmTunableOp_Half_TN,tn_3072_1860_4096,Gemm_Hipblaslt_TN_9613,0.0934721
GemmTunableOp_Half_TN,tn_4096_1592_2048,Gemm_Hipblaslt_TN_9164,0.0566078
GemmTunableOp_Half_TN,tn_4096_3478_2048,Gemm_Hipblaslt_TN_9896,0.102323
GemmTunableOp_Half_TN,tn_4096_1881_7168,Gemm_Hipblaslt_TN_9645,0.206499
GemmTunableOp_Half_TN,tn_4096_5533_2048,Gemm_Hipblaslt_TN_9799,0.170972
GemmTunableOp_Half_TN,tn_4096_1586_7168,Gemm_Hipblaslt_TN_9587,0.179119
GemmTunableOp_Half_TN,tn_4096_1710_7168,Gemm_Hipblaslt_TN_9164,0.183237
GemmTunableOp_Half_TN,tn_4096_1767_2048,Gemm_Hipblaslt_TN_9329,0.061605
GemmTunableOp_Half_TN,tn_4096_1765_7168,Gemm_Hipblaslt_TN_9329,0.198117
GemmTunableOp_Half_TN,tn_3072_3565_4096,Gemm_Rocblas_621286753,0.155993
GemmTunableOp_Half_TN,tn_14336_5068_4096,Gemm_Hipblaslt_TN_9677,0.968578
GemmTunableOp_Half_TN,tn_14336_3456_4096,Gemm_Rocblas_621286590,0.648373
GemmTunableOp_Half_TN,tn_4096_1648_2048,Gemm_Hipblaslt_TN_9328,0.0578761
GemmTunableOp_Half_TN,tn_3072_1757_4096,Gemm_Hipblaslt_TN_9613,0.0905197
GemmTunableOp_Half_TN,tn_3072_3722_4096,Gemm_Hipblaslt_TN_9852,0.16395
GemmTunableOp_Half_TN,tn_4096_1945_7168,Gemm_Hipblaslt_TN_9645,0.205933
GemmTunableOp_Half_TN,tn_4096_1896_2048,Gemm_Hipblaslt_TN_9590,0.0631526
GemmTunableOp_Half_TN,tn_3072_7093_4096,Gemm_Hipblaslt_TN_9619,0.3066
GemmTunableOp_Half_TN,tn_64128_18_4096,Gemm_Rocblas_621286348,0.143726
GemmTunableOp_Half_TN,tn_4096_1655_7168,Gemm_Hipblaslt_TN_9265,0.181847
GemmTunableOp_Half_TN,tn_64128_173_4096,Gemm_Hipblaslt_TN_9661,0.245376
GemmTunableOp_Half_TN,tn_4096_3612_7168,Gemm_Hipblaslt_TN_9743,0.339641
GemmTunableOp_Half_TN,tn_4096_1670_7168,Gemm_Hipblaslt_TN_9265,0.181484
GemmTunableOp_Half_TN,tn_14336_1894_4096,Gemm_Hipblaslt_TN_9697,0.369827
GemmTunableOp_Half_TN,tn_4096_1936_2048,Gemm_Hipblaslt_TN_9590,0.0654124
GemmTunableOp_Half_TN,tn_3072_5223_4096,Gemm_Hipblaslt_TN_9905,0.213491
GemmTunableOp_Half_TN,tn_3072_1936_4096,Gemm_Hipblaslt_TN_9633,0.098567
GemmTunableOp_Half_TN,tn_4096_3666_2048,Gemm_Hipblaslt_TN_9827,0.110389
