Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_8192_4000_4096,Gemm_Hipblaslt_TN_9753,0.445182
GemmTunableOp_Half_TN,tn_28672_4096_8192,Gemm_Rocblas_621286539,3.34397
GemmTunableOp_Half_TN,tn_16000_232_8192,Gemm_Rocblas_621286480,0.15931
GemmTunableOp_Half_TN,tn_28672_4000_8192,Gemm_Hipblaslt_TN_9866,3.31931
GemmTunableOp_Half_TN,tn_8192_232_4096,Gemm_Rocblas_621294206,0.0428572
GemmTunableOp_Half_TN,tn_8192_256_14336,Gemm_Hipblaslt_TN_9545,0.137783
GemmTunableOp_Half_TN,tn_8192_256_4096,Gemm_Hipblaslt_TN_9573,0.0430706
GemmTunableOp_Half_TN,tn_8192_4096_4096,Gemm_Hipblaslt_TN_9220,0.462264
GemmTunableOp_Half_TN,tn_5120_256_8192,Gemm_Rocblas_621294504,0.0586715
GemmTunableOp_Half_TN,tn_28672_232_8192,Gemm_Hipblaslt_TN_9540,0.292726
GemmStridedBatchedTunableOp_Half_TN,tn_16_16_128_B_32,Default,0.00625657
GemmTunableOp_Half_TN,tn_8192_4096_14336,Gemm_Rocblas_621286905,1.73431
GemmTunableOp_Half_TN,tn_16000_256_8192,Gemm_Hipblaslt_TN_9583,0.162961
GemmTunableOp_Half_TN,tn_8192_4000_14336,Gemm_Hipblaslt_TN_9841,1.69663
GemmTunableOp_Half_TN,tn_8192_232_14336,Gemm_Hipblaslt_TN_9575,0.135961
GemmTunableOp_Half_TN,tn_5120_4000_8192,Gemm_Hipblaslt_TN_9649,0.583654
GemmTunableOp_Half_TN,tn_28672_256_8192,Gemm_Rocblas_621294717,0.290593
GemmTunableOp_Half_TN,tn_5120_4096_8192,Gemm_Rocblas_621286651,0.599902
GemmTunableOp_Half_TN,tn_5120_232_8192,Gemm_Rocblas_621286764,0.0575177
GemmStridedBatchedTunableOp_Half_TN,tn_1000_1000_128_B_32,Gemm_Hipblaslt_TN_149,0.0449833
