Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_10240_4048_8192,Gemm_Hipblaslt_TN_9743,1.1359
GemmTunableOp_Half_TN,tn_10240_2255_8192,Gemm_Rocblas_621286578,0.656211
GemmTunableOp_Half_TN,tn_8192_2191_8192,Gemm_Hipblaslt_TN_9742,0.511548
GemmTunableOp_Half_TN,tn_8192_2113_28672,Gemm_Hipblaslt_TN_9762,2.05021
GemmTunableOp_Half_TN,tn_8192_4049_8192,Gemm_Hipblaslt_TN_9704,0.88793
GemmTunableOp_Half_TN,tn_8192_2289_28672,Gemm_Hipblaslt_TN_9649,2.25738
GemmTunableOp_Half_TN,tn_8192_2284_28672,Gemm_Hipblaslt_TN_9774,2.26451
GemmTunableOp_Half_TN,tn_8192_55_8192,Gemm_Hipblaslt_TN_7493,0.0402518
GemmTunableOp_Half_TN,tn_8192_2159_28672,Gemm_Hipblaslt_TN_9762,2.05641
GemmTunableOp_Half_TN,tn_8192_2049_8192,Gemm_Hipblaslt_TN_9742,0.494648
GemmTunableOp_Half_TN,tn_8192_2315_8192,Gemm_Hipblaslt_TN_9651,0.557082
GemmTunableOp_Half_TN,tn_8192_2079_8192,Gemm_Hipblaslt_TN_9763,0.499218
GemmTunableOp_Half_TN,tn_57344_2112_8192,Gemm_Rocblas_621294543,3.95228
GemmTunableOp_Half_TN,tn_8192_2417_8192,Gemm_Hipblaslt_TN_9274,0.561006
GemmTunableOp_Half_TN,tn_8192_2239_28672,Gemm_Hipblaslt_TN_9762,2.11264
GemmTunableOp_Half_TN,tn_8192_2112_8192,Gemm_Hipblaslt_TN_9742,0.501393
GemmTunableOp_Half_TN,tn_8192_2284_8192,Gemm_Hipblaslt_TN_9742,0.517636
GemmTunableOp_Half_TN,tn_10240_2305_8192,Gemm_Rocblas_621286580,0.668085
GemmTunableOp_Half_TN,tn_57344_29_8192,Gemm_Rocblas_621286350,0.273382
GemmTunableOp_Half_TN,tn_8192_2096_8192,Gemm_Hipblaslt_TN_9742,0.497609
GemmTunableOp_Half_TN,tn_10240_2192_8192,Gemm_Hipblaslt_TN_9690,0.640047
GemmTunableOp_Half_TN,tn_8192_2208_8192,Gemm_Hipblaslt_TN_9742,0.510724
GemmTunableOp_Half_TN,tn_57344_2208_8192,Default,3.96219
GemmTunableOp_Half_TN,tn_10240_2465_8192,Gemm_Hipblaslt_TN_9697,0.693478
GemmTunableOp_Half_TN,tn_8192_2065_8192,Gemm_Hipblaslt_TN_9742,0.498666
GemmTunableOp_Half_TN,tn_8192_2465_8192,Gemm_Hipblaslt_TN_9690,0.598933
GemmTunableOp_Half_TN,tn_10240_31_8192,Gemm_Hipblaslt_TN_7899,0.040621
GemmTunableOp_Half_TN,tn_57344_61_8192,Gemm_Rocblas_621286468,0.303204
GemmTunableOp_Half_TN,tn_10240_2207_8192,Gemm_Hipblaslt_TN_9691,0.640858
GemmTunableOp_Half_TN,tn_57344_2239_8192,Gemm_Rocblas_621294543,4.0345
GemmTunableOp_Half_TN,tn_10240_2225_8192,Gemm_Hipblaslt_TN_9687,0.643308
GemmTunableOp_Half_TN,tn_8192_2302_8192,Gemm_Hipblaslt_TN_9742,0.516773
GemmTunableOp_Half_TN,tn_8192_2145_8192,Gemm_Hipblaslt_TN_9742,0.505244
GemmTunableOp_Half_TN,tn_8192_2177_8192,Gemm_Hipblaslt_TN_9742,0.507084
GemmTunableOp_Half_TN,tn_8192_2305_8192,Gemm_Rocblas_621286785,0.555093
GemmTunableOp_Half_TN,tn_8192_62_8192,Gemm_Hipblaslt_TN_7484,0.0397197
GemmTunableOp_Half_TN,tn_8192_2238_28672,Gemm_Hipblaslt_TN_9762,2.10112
GemmTunableOp_Half_TN,tn_8192_2369_28672,Gemm_Hipblaslt_TN_9771,2.2995
GemmTunableOp_Half_TN,tn_32000_55_8192,Gemm_Rocblas_621286466,0.162836
GemmTunableOp_Half_TN,tn_8192_28_28672,Gemm_Rocblas_621286354,0.129732
GemmTunableOp_Half_TN,tn_8192_2366_8192,Gemm_Hipblaslt_TN_9651,0.564705
GemmTunableOp_Half_TN,tn_10240_58_8192,Gemm_Hipblaslt_TN_9304,0.0478062
GemmTunableOp_Half_TN,tn_8192_2193_8192,Gemm_Hipblaslt_TN_9742,0.509203
GemmTunableOp_Half_TN,tn_8192_2225_8192,Gemm_Hipblaslt_TN_9742,0.509695
GemmTunableOp_Half_TN,tn_8192_2017_28672,Gemm_Hipblaslt_TN_9840,1.77793
GemmTunableOp_Half_TN,tn_57344_2028_8192,Gemm_Hipblaslt_TN_9840,3.53437
GemmTunableOp_Half_TN,tn_8192_2177_28672,Gemm_Hipblaslt_TN_9762,2.06951
GemmTunableOp_Half_TN,tn_10240_54_8192,Gemm_Hipblaslt_TN_7492,0.0471474
GemmTunableOp_Half_TN,tn_8192_4050_28672,Gemm_Rocblas_621286905,3.44389
GemmTunableOp_Half_TN,tn_8192_61_8192,Gemm_Hipblaslt_TN_7484,0.0395596
GemmTunableOp_Half_TN,tn_8192_2190_28672,Gemm_Hipblaslt_TN_9762,2.08389
GemmTunableOp_Half_TN,tn_8192_2081_8192,Gemm_Hipblaslt_TN_9742,0.49958
GemmTunableOp_Half_TN,tn_57344_2207_8192,Gemm_Rocblas_621294543,4.01083
GemmTunableOp_Half_TN,tn_10240_2128_8192,Gemm_Hipblaslt_TN_9729,0.628935
GemmTunableOp_Half_TN,tn_8192_2397_28672,Gemm_Hipblaslt_TN_9771,2.33022
GemmTunableOp_Half_TN,tn_8192_2302_28672,Gemm_Hipblaslt_TN_9774,2.26159
GemmTunableOp_Half_TN,tn_8192_30_28672,Gemm_Rocblas_621286354,0.128331
GemmTunableOp_Half_TN,tn_10240_4081_8192,Gemm_Hipblaslt_TN_9743,1.15482
GemmTunableOp_Half_TN,tn_8192_2415_28672,Gemm_Hipblaslt_TN_9771,2.3319
GemmTunableOp_Half_TN,tn_10240_2413_8192,Gemm_Hipblaslt_TN_9697,0.694164
GemmTunableOp_Half_TN,tn_57344_2113_8192,Gemm_Hipblaslt_TN_9841,4.00166
GemmTunableOp_Half_TN,tn_32000_58_8192,Gemm_Rocblas_621294203,0.162968
GemmTunableOp_Half_TN,tn_10240_2257_8192,Gemm_Hipblaslt_TN_9697,0.657954
GemmTunableOp_Half_TN,tn_8192_57_28672,Gemm_Rocblas_621286489,0.145769
GemmTunableOp_Half_TN,tn_10240_2321_8192,Gemm_Hipblaslt_TN_9691,0.670413
GemmTunableOp_Half_TN,tn_8192_2369_8192,Gemm_Hipblaslt_TN_9229,0.560168
GemmTunableOp_Half_TN,tn_32000_67_8192,Gemm_Hipblaslt_TN_9479,0.186451
GemmTunableOp_Half_TN,tn_57344_64_8192,Gemm_Rocblas_621286467,0.305396
GemmTunableOp_Half_TN,tn_57344_2225_8192,Default,3.9926
GemmTunableOp_Half_TN,tn_57344_2000_8192,Gemm_Hipblaslt_TN_156,3.5153
GemmTunableOp_Half_TN,tn_10240_2337_8192,Gemm_Rocblas_621286580,0.668849
GemmTunableOp_Half_TN,tn_10240_2177_8192,Gemm_Hipblaslt_TN_9729,0.633825
GemmTunableOp_Half_TN,tn_8192_58_28672,Default,0.147111
GemmTunableOp_Half_TN,tn_8192_2065_28672,Gemm_Hipblaslt_TN_9763,2.08354
