Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_6144_830_4096,Gemm_Rocblas_621294520,0.0883468
GemmTunableOp_Half_TN,tn_128256_237_4096,Gemm_Rocblas_621294634,0.607348
GemmTunableOp_Half_TN,tn_4096_7798_14336,Gemm_Hipblaslt_TN_9738,1.60356
GemmTunableOp_Half_TN,tn_4096_1807_4096,Gemm_Hipblaslt_TN_9645,0.120504
GemmTunableOp_Half_TN,tn_4096_4471_14336,Gemm_Hipblaslt_TN_9698,0.942632
GemmTunableOp_Half_TN,tn_4096_3402_14336,Gemm_Hipblaslt_TN_9697,0.665579
GemmTunableOp_Half_TN,tn_4096_3662_14336,Gemm_Rocblas_621294484,0.716592
GemmTunableOp_Half_TN,tn_28672_830_4096,Gemm_Hipblaslt_TN_9683,0.383281
GemmTunableOp_Half_TN,tn_4096_1757_4096,Gemm_Hipblaslt_TN_9645,0.11688
GemmTunableOp_Half_TN,tn_28672_940_4096,Gemm_Hipblaslt_TN_9684,0.396625
GemmTunableOp_Half_TN,tn_4096_241_4096,Gemm_Rocblas_621286443,0.0260915
GemmTunableOp_Half_TN,tn_4096_985_4096,Gemm_Hipblaslt_TN_9576,0.0718508
GemmTunableOp_Half_TN,tn_6144_873_4096,Gemm_Hipblaslt_TN_9613,0.0919913
GemmTunableOp_Half_TN,tn_6144_807_4096,Gemm_Rocblas_621286778,0.0884462
GemmTunableOp_Half_TN,tn_4096_1726_4096,Gemm_Hipblaslt_TN_9671,0.108469
GemmTunableOp_Half_TN,tn_6144_1805_4096,Gemm_Rocblas_621294425,0.164245
GemmTunableOp_Half_TN,tn_6144_2651_4096,Gemm_Hipblaslt_TN_9749,0.224442
GemmTunableOp_Half_TN,tn_28672_1813_4096,Gemm_Hipblaslt_TN_9832,0.796205
GemmTunableOp_Half_TN,tn_4096_937_4096,Gemm_Hipblaslt_TN_9634,0.0690655
GemmTunableOp_Half_TN,tn_4096_839_14336,Gemm_Hipblaslt_TN_9580,0.224344
GemmTunableOp_Half_TN,tn_28672_937_4096,Gemm_Hipblaslt_TN_9684,0.395832
GemmTunableOp_Half_TN,tn_6144_1864_4096,Gemm_Hipblaslt_TN_9799,0.165434
GemmTunableOp_Half_TN,tn_6144_1693_4096,Gemm_Hipblaslt_TN_9570,0.156674
GemmTunableOp_Half_TN,tn_6144_1733_4096,Gemm_Rocblas_621286609,0.159858
GemmTunableOp_Half_TN,tn_4096_2793_14336,Gemm_Hipblaslt_TN_9799,0.572939
GemmTunableOp_Half_TN,tn_4096_8000_4096,Gemm_Hipblaslt_TN_9933,0.449078
GemmTunableOp_Half_TN,tn_6144_904_4096,Gemm_Hipblaslt_TN_9613,0.0934181
GemmTunableOp_Half_TN,tn_4096_3925_11008,Gemm_Hipblaslt_TN_9768,0.585223
GemmTunableOp_Half_TN,tn_4096_855_4096,Gemm_Hipblaslt_TN_9131,0.0655578
GemmTunableOp_Half_TN,tn_4096_1718_4096,Gemm_Hipblaslt_TN_9265,0.109646
GemmTunableOp_Half_TN,tn_32000_36_4096,Gemm_Hipblaslt_TN_9514,0.0553999
GemmTunableOp_Half_TN,tn_28672_820_4096,Gemm_Hipblaslt_TN_9683,0.382233
GemmTunableOp_Half_TN,tn_4096_884_4096,Gemm_Hipblaslt_TN_9170,0.0667912
GemmTunableOp_Half_TN,tn_28672_1883_4096,Gemm_Hipblaslt_TN_9684,0.793634
GemmTunableOp_Half_TN,tn_4096_929_14336,Gemm_Hipblaslt_TN_9585,0.231726
GemmTunableOp_Half_TN,tn_6144_3670_4096,Gemm_Hipblaslt_TN_9690,0.329327
GemmTunableOp_Half_TN,tn_4096_794_14336,Gemm_Hipblaslt_TN_9158,0.212598
GemmTunableOp_Half_TN,tn_22016_253_4096,Gemm_Hipblaslt_TN_9720,0.102147
GemmTunableOp_Half_TN,tn_4096_880_4096,Gemm_Hipblaslt_TN_9170,0.0659359
GemmTunableOp_Half_TN,tn_4096_2721_14336,Gemm_Hipblaslt_TN_9676,0.566292
GemmTunableOp_Half_TN,tn_4096_895_14336,Gemm_Hipblaslt_TN_9580,0.219771
GemmTunableOp_Half_TN,tn_4096_3813_11008,Gemm_Hipblaslt_TN_9768,0.574353
GemmTunableOp_Half_TN,tn_28672_1718_4096,Gemm_Hipblaslt_TN_9217,0.732808
GemmTunableOp_Half_TN,tn_6144_875_4096,Gemm_Hipblaslt_TN_9613,0.0923809
GemmTunableOp_Half_TN,tn_12288_4083_4096,Gemm_Hipblaslt_TN_9768,0.688923
GemmTunableOp_Half_TN,tn_4096_985_14336,Gemm_Hipblaslt_TN_9586,0.246885
GemmTunableOp_Half_TN,tn_128256_165_4096,Gemm_Hipblaslt_TN_9953,0.504842
GemmTunableOp_Half_TN,tn_4096_3923_11008,Gemm_Hipblaslt_TN_9768,0.582928
GemmTunableOp_Half_TN,tn_6144_3402_4096,Gemm_Rocblas_621286753,0.311418
GemmTunableOp_Half_TN,tn_4096_830_14336,Gemm_Hipblaslt_TN_9158,0.21432
GemmTunableOp_Half_TN,tn_28672_834_4096,Gemm_Hipblaslt_TN_9684,0.384721
GemmTunableOp_Half_TN,tn_128256_100_4096,Gemm_Hipblaslt_TN_9868,0.421621
GemmTunableOp_Half_TN,tn_4096_811_4096,Gemm_Hipblaslt_TN_9131,0.0642323
GemmTunableOp_Half_TN,tn_4096_832_4096,Gemm_Hipblaslt_TN_9634,0.0650062
GemmTunableOp_Half_TN,tn_128256_226_4096,Gemm_Rocblas_621286892,0.590632
GemmTunableOp_Half_TN,tn_4096_2785_4096,Gemm_Hipblaslt_TN_9709,0.165698
GemmTunableOp_Half_TN,tn_4096_2000_11008,Gemm_Hipblaslt_TN_9645,0.326649
GemmTunableOp_Half_TN,tn_6144_853_4096,Gemm_Rocblas_621286778,0.0878619
GemmTunableOp_Half_TN,tn_4096_1701_4096,Gemm_Hipblaslt_TN_9679,0.107721
GemmTunableOp_Half_TN,tn_4096_104_14336,Gemm_Hipblaslt_TN_7160,0.0440521
GemmTunableOp_Half_TN,tn_4096_847_4096,Gemm_Hipblaslt_TN_9634,0.0650418
GemmTunableOp_Half_TN,tn_4096_1694_14336,Gemm_Hipblaslt_TN_9790,0.369407
GemmTunableOp_Half_TN,tn_4096_1715_4096,Gemm_Hipblaslt_TN_9265,0.1087
GemmTunableOp_Half_TN,tn_28672_879_4096,Gemm_Hipblaslt_TN_9684,0.389108
GemmTunableOp_Half_TN,tn_128256_142_4096,Gemm_Hipblaslt_TN_9808,0.468705
GemmTunableOp_Half_TN,tn_28672_2602_4096,Gemm_Hipblaslt_TN_9827,1.07905
GemmTunableOp_Half_TN,tn_28672_7266_4096,Gemm_Hipblaslt_TN_159,2.9429
GemmTunableOp_Half_TN,tn_28672_951_4096,Gemm_Hipblaslt_TN_9684,0.399222
GemmTunableOp_Half_TN,tn_128256_223_4096,Gemm_Hipblaslt_TN_9937,0.57087
GemmTunableOp_Half_TN,tn_28672_3447_4096,Gemm_Hipblaslt_TN_9827,1.36783
GemmTunableOp_Half_TN,tn_28672_1867_4096,Gemm_Hipblaslt_TN_9683,0.801928
GemmTunableOp_Half_TN,tn_4096_868_14336,Gemm_Hipblaslt_TN_9580,0.218639
GemmTunableOp_Half_TN,tn_4096_128_4096,Gemm_Rocblas_621286279,0.0169101
GemmTunableOp_Half_TN,tn_4096_254_11008,Gemm_Hipblaslt_TN_7618,0.0677327
GemmTunableOp_Half_TN,tn_4096_1755_14336,Gemm_Hipblaslt_TN_9645,0.394853
GemmTunableOp_Half_TN,tn_128256_201_4096,Gemm_Hipblaslt_TN_9937,0.558567
GemmTunableOp_Half_TN,tn_6144_1724_4096,Gemm_Rocblas_621286753,0.15658
GemmTunableOp_Half_TN,tn_4096_248_4096,Gemm_Rocblas_621286491,0.0265531
GemmTunableOp_Half_TN,tn_4096_7817_4096,Gemm_Rocblas_621294127,0.443679
GemmTunableOp_Half_TN,tn_4096_216_14336,Gemm_Hipblaslt_TN_9363,0.069996
GemmTunableOp_Half_TN,tn_128256_246_4096,Gemm_Rocblas_621294634,0.6123
GemmTunableOp_Half_TN,tn_128256_253_4096,Gemm_Rocblas_621294634,0.610257
GemmTunableOp_Half_TN,tn_128256_144_4096,Gemm_Hipblaslt_TN_9775,0.465625
GemmTunableOp_Half_TN,tn_4096_2734_14336,Gemm_Hipblaslt_TN_9799,0.567353
GemmTunableOp_Half_TN,tn_6144_2592_4096,Gemm_Hipblaslt_TN_9191,0.219924
GemmTunableOp_Half_TN,tn_128256_90_4096,Gemm_Hipblaslt_TN_9057,0.390874
GemmTunableOp_Half_TN,tn_6144_1695_4096,Gemm_Rocblas_621286753,0.155313
GemmTunableOp_Half_TN,tn_128256_240_4096,Gemm_Rocblas_621294648,0.608452
GemmTunableOp_Half_TN,tn_4096_72_14336,Gemm_Hipblaslt_TN_9294,0.0394984
GemmTunableOp_Half_TN,tn_128256_63_4096,Gemm_Rocblas_621294557,0.359849
GemmTunableOp_Half_TN,tn_28672_835_4096,Gemm_Hipblaslt_TN_9683,0.38695
GemmTunableOp_Half_TN,tn_4096_1834_4096,Gemm_Hipblaslt_TN_9645,0.119656
GemmTunableOp_Half_TN,tn_12288_27_4096,Gemm_Rocblas_621294154,0.0231913
GemmTunableOp_Half_TN,tn_4096_893_4096,Gemm_Hipblaslt_TN_9170,0.0663802
GemmTunableOp_Half_TN,tn_4096_11_11008,Gemm_Rocblas_621294135,0.0240233
GemmTunableOp_Half_TN,tn_128256_108_4096,Gemm_Hipblaslt_TN_9596,0.42675
GemmTunableOp_Half_TN,tn_6144_8110_4096,Gemm_Hipblaslt_TN_9753,0.682256
GemmTunableOp_Half_TN,tn_4096_7823_14336,Gemm_Hipblaslt_TN_9738,1.59748
GemmTunableOp_Half_TN,tn_6144_1881_4096,Gemm_Hipblaslt_TN_9799,0.167049
GemmTunableOp_Half_TN,tn_128256_91_4096,Gemm_Hipblaslt_TN_9057,0.400907
GemmTunableOp_Half_TN,tn_32000_226_4096,Gemm_Hipblaslt_TN_9845,0.144619
GemmTunableOp_Half_TN,tn_4096_2560_14336,Gemm_Hipblaslt_TN_9799,0.527563
GemmTunableOp_Half_TN,tn_28672_8110_4096,Gemm_Hipblaslt_TN_9890,3.33334
GemmTunableOp_Half_TN,tn_4096_831_4096,Gemm_Hipblaslt_TN_9634,0.0636626
GemmTunableOp_Half_TN,tn_12288_248_4096,Gemm_Rocblas_621294215,0.0592946
GemmTunableOp_Half_TN,tn_4096_5606_14336,Gemm_Hipblaslt_TN_9799,1.17386
GemmTunableOp_Half_TN,tn_4096_24_4096,Gemm_Rocblas_621286328,0.0115259
GemmTunableOp_Half_TN,tn_4096_2818_11008,Gemm_Hipblaslt_TN_9566,0.438123
GemmTunableOp_Half_TN,tn_12288_8_4096,Gemm_Rocblas_621286318,0.0214747
GemmTunableOp_Half_TN,tn_4096_930_4096,Gemm_Hipblaslt_TN_9604,0.0700648
GemmTunableOp_Half_TN,tn_4096_240_4096,Gemm_Rocblas_621286445,0.0262866
GemmTunableOp_Half_TN,tn_4096_886_14336,Gemm_Hipblaslt_TN_9580,0.219214
GemmTunableOp_Half_TN,tn_12288_231_4096,Gemm_Rocblas_621294215,0.0587292
GemmTunableOp_Half_TN,tn_4096_906_4096,Gemm_Hipblaslt_TN_9604,0.0688248
GemmTunableOp_Half_TN,tn_22016_238_4096,Gemm_Hipblaslt_TN_9720,0.100204
GemmTunableOp_Half_TN,tn_12288_3530_4096,Gemm_Hipblaslt_TN_9677,0.598473
GemmTunableOp_Half_TN,tn_28672_868_4096,Gemm_Hipblaslt_TN_9684,0.39034
GemmTunableOp_Half_TN,tn_4096_7436_14336,Gemm_Hipblaslt_TN_9738,1.55583
GemmTunableOp_Half_TN,tn_22016_240_4096,Gemm_Hipblaslt_TN_9720,0.099952
GemmTunableOp_Half_TN,tn_4096_1944_14336,Gemm_Hipblaslt_TN_9592,0.418779
GemmTunableOp_Half_TN,tn_22016_2750_4096,Gemm_Hipblaslt_TN_9827,0.892466
GemmTunableOp_Half_TN,tn_6144_876_4096,Gemm_Hipblaslt_TN_9613,0.0922483
GemmTunableOp_Half_TN,tn_22016_230_4096,Gemm_Hipblaslt_TN_9720,0.100103
GemmTunableOp_Half_TN,tn_12288_2938_4096,Gemm_Rocblas_621286575,0.512841
GemmTunableOp_Half_TN,tn_4096_3577_4096,Gemm_Hipblaslt_TN_9743,0.203163
GemmTunableOp_Half_TN,tn_28672_1743_4096,Gemm_Rocblas_621286678,0.735966
GemmTunableOp_Half_TN,tn_22016_223_4096,Gemm_Hipblaslt_TN_9720,0.0975753
GemmTunableOp_Half_TN,tn_4096_2750_4096,Gemm_Hipblaslt_TN_9799,0.166314
GemmTunableOp_Half_TN,tn_4096_1867_14336,Gemm_Hipblaslt_TN_9645,0.415064
GemmTunableOp_Half_TN,tn_4096_4096_11008,Gemm_Hipblaslt_TN_9655,0.60122
GemmTunableOp_Half_TN,tn_28672_882_4096,Gemm_Hipblaslt_TN_9684,0.391864
GemmTunableOp_Half_TN,tn_32000_220_4096,Gemm_Hipblaslt_TN_9590,0.139928
GemmTunableOp_Half_TN,tn_6144_2719_4096,Gemm_Hipblaslt_TN_9742,0.254015
GemmTunableOp_Half_TN,tn_12288_2754_4096,Gemm_Hipblaslt_TN_9691,0.49722
GemmTunableOp_Half_TN,tn_4096_1737_4096,Gemm_Hipblaslt_TN_9645,0.11592
GemmTunableOp_Half_TN,tn_6144_8192_4096,Gemm_Hipblaslt_TN_9655,0.682704
GemmTunableOp_Half_TN,tn_22016_4083_4096,Gemm_Hipblaslt_TN_9841,1.29976
GemmTunableOp_Half_TN,tn_28672_2699_4096,Gemm_Hipblaslt_TN_9787,1.17265
GemmTunableOp_Half_TN,tn_128256_160_4096,Gemm_Hipblaslt_TN_9623,0.466403
GemmTunableOp_Half_TN,tn_128256_30_4096,Gemm_Rocblas_621286354,0.319615
GemmTunableOp_Half_TN,tn_4096_7809_4096,Gemm_Hipblaslt_TN_9914,0.442644
GemmTunableOp_Half_TN,tn_4096_796_14336,Gemm_Hipblaslt_TN_9147,0.214417
GemmTunableOp_Half_TN,tn_6144_957_4096,Gemm_Hipblaslt_TN_9561,0.0956782
GemmTunableOp_Half_TN,tn_4096_3785_4096,Gemm_Hipblaslt_TN_9827,0.214762
GemmTunableOp_Half_TN,tn_4096_895_4096,Gemm_Hipblaslt_TN_9604,0.0678201
GemmTunableOp_Half_TN,tn_4096_2798_4096,Gemm_Rocblas_621294426,0.167499
GemmTunableOp_Half_TN,tn_6144_2708_4096,Gemm_Hipblaslt_TN_9742,0.25258
GemmTunableOp_Half_TN,tn_6144_944_4096,Gemm_Hipblaslt_TN_9133,0.0943892
GemmTunableOp_Half_TN,tn_4096_240_11008,Gemm_Hipblaslt_TN_9303,0.0653776
GemmTunableOp_Half_TN,tn_4096_8049_14336,Gemm_Hipblaslt_TN_9738,1.63481
GemmTunableOp_Half_TN,tn_4096_3671_4096,Gemm_Hipblaslt_TN_9768,0.210773
GemmTunableOp_Half_TN,tn_4096_3000_4096,Gemm_Hipblaslt_TN_9709,0.175193
GemmTunableOp_Half_TN,tn_4096_3717_4096,Gemm_Hipblaslt_TN_9841,0.214484
GemmTunableOp_Half_TN,tn_6144_1742_4096,Gemm_Hipblaslt_TN_9799,0.159183
GemmTunableOp_Half_TN,tn_4096_849_14336,Gemm_Hipblaslt_TN_9580,0.219426
GemmTunableOp_Half_TN,tn_28672_852_4096,Gemm_Hipblaslt_TN_9192,0.38711
GemmTunableOp_Half_TN,tn_4096_2398_4096,Gemm_Hipblaslt_TN_9698,0.144658
GemmTunableOp_Half_TN,tn_128256_171_4096,Gemm_Hipblaslt_TN_9953,0.510543
GemmTunableOp_Half_TN,tn_12288_240_4096,Gemm_Rocblas_621294215,0.0593646
