Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_4096_8000_4096,Gemm_Hipblaslt_TN_9903,0.451055
GemmTunableOp_Half_TN,tn_28672_8192_4096,Gemm_Hipblaslt_TN_9904,3.35215
GemmTunableOp_Half_TN,tn_128256_232_4096,Gemm_Rocblas_621286892,0.588005
GemmTunableOp_Half_TN,tn_4096_8192_14336,Gemm_Hipblaslt_TN_9815,1.66182
GemmTunableOp_Half_TN,tn_4096_232_14336,Gemm_Hipblaslt_TN_7627,0.0771186
GemmTunableOp_Half_TN,tn_128256_8_4096,Gemm_Hipblaslt_TN_9405,0.284016
GemmTunableOp_Half_TN,tn_6144_232_4096,Gemm_Hipblaslt_TN_9494,0.0335248
GemmTunableOp_Half_TN,tn_6144_8192_4096,Gemm_Rocblas_621286713,0.666496
GemmStridedBatchedTunableOp_Half_TN,tn_32_32_128_B_32,Gemm_Rocblas_621294459,0.00660265
GemmTunableOp_Half_TN,tn_28672_8000_4096,Gemm_Hipblaslt_TN_159,3.10209
GemmTunableOp_Half_TN,tn_28672_232_4096,Gemm_Rocblas_621294324,0.119904
GemmTunableOp_Half_TN,tn_4096_256_4096,Gemm_Rocblas_621286440,0.025996
GemmTunableOp_Half_TN,tn_4096_8000_14336,Gemm_Hipblaslt_TN_9815,1.57227
GemmTunableOp_Half_TN,tn_4096_232_4096,Gemm_Rocblas_621294230,0.0251595
GemmTunableOp_Half_TN,tn_28672_256_4096,Gemm_Rocblas_621294324,0.119853
GemmTunableOp_Half_TN,tn_4096_256_14336,Gemm_Hipblaslt_TN_7435,0.0795798
GemmTunableOp_Half_TN,tn_6144_256_4096,Gemm_Rocblas_621286472,0.0359745
GemmTunableOp_Half_TN,tn_6144_8000_4096,Gemm_Hipblaslt_TN_9223,0.662565
GemmTunableOp_Half_TN,tn_128256_256_4096,Gemm_Rocblas_621294634,0.58903
GemmTunableOp_Half_TN,tn_4096_8192_4096,Gemm_Rocblas_621286713,0.446472
GemmStridedBatchedTunableOp_Half_TN,tn_1000_1000_128_B_32,Gemm_Hipblaslt_TN_149,0.0442316
