Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_57344_2096_8192,Gemm_Hipblaslt_TN_156,3.94555
GemmTunableOp_Half_TN,tn_10240_59_8192,Gemm_Hipblaslt_TN_7492,0.0477718
GemmTunableOp_Half_TN,tn_57344_4017_8192,Gemm_Rocblas_621294497,6.73729
GemmTunableOp_Half_TN,tn_10240_2284_8192,Gemm_Hipblaslt_TN_9697,0.6685
GemmTunableOp_Half_TN,tn_57344_2369_8192,Gemm_Rocblas_621294543,4.41756
GemmTunableOp_Half_TN,tn_8192_2321_28672,Gemm_Hipblaslt_TN_9771,2.31272
GemmTunableOp_Half_TN,tn_32000_57_8192,Gemm_Rocblas_621294203,0.163543
GemmTunableOp_Half_TN,tn_8192_2239_28672,Gemm_Hipblaslt_TN_9762,2.12424
GemmTunableOp_Half_TN,tn_10240_2097_8192,Gemm_Hipblaslt_TN_9690,0.64048
GemmTunableOp_Half_TN,tn_57344_2192_8192,Default,3.91262
GemmTunableOp_Half_TN,tn_8192_2370_28672,Gemm_Hipblaslt_TN_9771,2.31189
GemmTunableOp_Half_TN,tn_57344_4081_8192,Gemm_Hipblaslt_TN_9825,6.75677
GemmTunableOp_Half_TN,tn_8192_2000_28672,Gemm_Hipblaslt_TN_9737,1.74314
GemmTunableOp_Half_TN,tn_8192_2082_28672,Gemm_Hipblaslt_TN_9762,2.02236
GemmTunableOp_Half_TN,tn_57344_2321_8192,Default,4.30741
GemmTunableOp_Half_TN,tn_10240_56_8192,Gemm_Hipblaslt_TN_7492,0.0464004
GemmTunableOp_Half_TN,tn_8192_55_28672,Gemm_Rocblas_621286489,0.144596
GemmTunableOp_Half_TN,tn_8192_58_8192,Gemm_Hipblaslt_TN_7484,0.0394376
GemmTunableOp_Half_TN,tn_57344_2257_8192,Gemm_Rocblas_621294469,4.04374
GemmTunableOp_Half_TN,tn_10240_2321_8192,Gemm_Hipblaslt_TN_9690,0.68444
GemmTunableOp_Half_TN,tn_8192_2417_28672,Gemm_Hipblaslt_TN_9771,2.3518
GemmTunableOp_Half_TN,tn_57344_31_8192,Gemm_Hipblaslt_TN_9429,0.253763
GemmTunableOp_Half_TN,tn_8192_2337_28672,Gemm_Hipblaslt_TN_9771,2.32108
GemmTunableOp_Half_TN,tn_10240_2193_8192,Gemm_Hipblaslt_TN_9182,0.650062
GemmTunableOp_Half_TN,tn_10240_4050_8192,Gemm_Hipblaslt_TN_9743,1.14934
GemmTunableOp_Half_TN,tn_57344_29_8192,Gemm_Hipblaslt_TN_9429,0.252698
GemmTunableOp_Half_TN,tn_10240_2315_8192,Gemm_Hipblaslt_TN_9690,0.679134
GemmTunableOp_Half_TN,tn_8192_63_8192,Gemm_Hipblaslt_TN_7484,0.0401256
