Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_12288_4050_4096,Gemm_Hipblaslt_TN_9815,0.681907
GemmTunableOp_Half_TN,tn_4096_2177_4096,Gemm_Hipblaslt_TN_9767,0.137582
GemmTunableOp_Half_TN,tn_12288_2241_4096,Gemm_Hipblaslt_TN_9743,0.384326
GemmTunableOp_Half_TN,tn_22016_142_4096,Gemm_Hipblaslt_TN_9319,0.0725774
GemmTunableOp_Half_TN,tn_12288_2113_4096,Gemm_Hipblaslt_TN_9697,0.376567
GemmTunableOp_Half_TN,tn_12288_2369_4096,Gemm_Rocblas_621286742,0.411421
GemmTunableOp_Half_TN,tn_12288_2401_4096,Gemm_Hipblaslt_TN_9768,0.417886
GemmTunableOp_Half_TN,tn_4096_2065_11008,Gemm_Hipblaslt_TN_9698,0.347828
GemmTunableOp_Half_TN,tn_22016_152_4096,Gemm_Hipblaslt_TN_9321,0.0749419
GemmTunableOp_Half_TN,tn_12288_2063_4096,Gemm_Hipblaslt_TN_9743,0.368901
GemmTunableOp_Half_TN,tn_4096_129_11008,Gemm_Hipblaslt_TN_7219,0.0449703
GemmTunableOp_Half_TN,tn_4096_4082_11008,Gemm_Hipblaslt_TN_9190,0.599611
GemmTunableOp_Half_TN,tn_4096_131_4096,Gemm_Rocblas_621294168,0.0213991
GemmTunableOp_Half_TN,tn_22016_2337_4096,Gemm_Hipblaslt_TN_9846,0.794016
GemmTunableOp_Half_TN,tn_22016_2465_4096,Gemm_Hipblaslt_TN_9846,0.806869
GemmTunableOp_Half_TN,tn_12288_2272_4096,Gemm_Hipblaslt_TN_9677,0.392532
GemmTunableOp_Half_TN,tn_32000_130_4096,Gemm_Hipblaslt_TN_9564,0.104536
GemmTunableOp_Half_TN,tn_4096_132_4096,Gemm_Hipblaslt_TN_9474,0.0212493
GemmTunableOp_Half_TN,tn_4096_130_4096,Gemm_Hipblaslt_TN_9474,0.0211019
GemmTunableOp_Half_TN,tn_22016_2161_4096,Gemm_Hipblaslt_TN_9827,0.684632
GemmTunableOp_Half_TN,tn_22016_150_4096,Gemm_Hipblaslt_TN_9319,0.0733379
GemmTunableOp_Half_TN,tn_32000_139_4096,Gemm_Hipblaslt_TN_9564,0.109059
GemmTunableOp_Half_TN,tn_32000_129_4096,Gemm_Hipblaslt_TN_9613,0.104994
GemmTunableOp_Half_TN,tn_4096_150_11008,Gemm_Hipblaslt_TN_7219,0.047216
GemmTunableOp_Half_TN,tn_12288_150_4096,Gemm_Rocblas_621294209,0.0442946
GemmTunableOp_Half_TN,tn_32000_152_4096,Gemm_Hipblaslt_TN_9564,0.108711
GemmTunableOp_Half_TN,tn_4096_2063_11008,Gemm_Hipblaslt_TN_9698,0.348153
GemmTunableOp_Half_TN,tn_4096_6_11008,Gemm_Rocblas_621294135,0.0227087
GemmTunableOp_Half_TN,tn_22016_148_4096,Gemm_Hipblaslt_TN_9319,0.0740874
GemmTunableOp_Half_TN,tn_4096_150_4096,Gemm_Rocblas_621286491,0.0218706
GemmTunableOp_Half_TN,tn_4096_132_11008,Gemm_Hipblaslt_TN_9298,0.0442502
GemmTunableOp_Half_TN,tn_4096_160_11008,Gemm_Hipblaslt_TN_7563,0.0476171
GemmTunableOp_Half_TN,tn_4096_2192_11008,Gemm_Hipblaslt_TN_9728,0.357544
GemmTunableOp_Half_TN,tn_4096_2000_11008,Gemm_Hipblaslt_TN_9174,0.326494
GemmTunableOp_Half_TN,tn_4096_135_4096,Gemm_Hipblaslt_TN_9472,0.0219629
GemmTunableOp_Half_TN,tn_4096_2272_4096,Gemm_Hipblaslt_TN_9218,0.140001
GemmTunableOp_Half_TN,tn_4096_2481_11008,Gemm_Hipblaslt_TN_9681,0.401172
GemmTunableOp_Half_TN,tn_22016_7_4096,Gemm_Rocblas_621294186,0.0352041
GemmTunableOp_Half_TN,tn_4096_2273_4096,Gemm_Hipblaslt_TN_9173,0.139749
GemmTunableOp_Half_TN,tn_12288_2258_4096,Gemm_Hipblaslt_TN_9743,0.388152
GemmTunableOp_Half_TN,tn_22016_149_4096,Gemm_Hipblaslt_TN_9319,0.0743008
GemmTunableOp_Half_TN,tn_12288_2255_4096,Gemm_Hipblaslt_TN_9697,0.389217
GemmTunableOp_Half_TN,tn_4096_2113_4096,Gemm_Hipblaslt_TN_9698,0.131747
GemmTunableOp_Half_TN,tn_4096_2097_4096,Gemm_Hipblaslt_TN_9686,0.132934
GemmTunableOp_Half_TN,tn_12288_2081_4096,Gemm_Hipblaslt_TN_9697,0.366555
GemmTunableOp_Half_TN,tn_22016_2129_4096,Gemm_Hipblaslt_TN_9827,0.684165
GemmTunableOp_Half_TN,tn_4096_2192_4096,Gemm_Hipblaslt_TN_9181,0.137827
GemmTunableOp_Half_TN,tn_22016_2225_4096,Gemm_Hipblaslt_TN_9827,0.692061
GemmTunableOp_Half_TN,tn_32000_153_4096,Gemm_Hipblaslt_TN_9564,0.108256
GemmTunableOp_Half_TN,tn_32000_144_4096,Gemm_Hipblaslt_TN_9564,0.107945
GemmTunableOp_Half_TN,tn_4096_2255_11008,Gemm_Hipblaslt_TN_9698,0.364141
GemmTunableOp_Half_TN,tn_32000_135_4096,Gemm_Hipblaslt_TN_9564,0.10809
GemmTunableOp_Half_TN,tn_32000_140_4096,Gemm_Hipblaslt_TN_9606,0.109597
GemmTunableOp_Half_TN,tn_22016_4017_4096,Gemm_Hipblaslt_TN_9841,1.26498
GemmTunableOp_Half_TN,tn_4096_2481_4096,Gemm_Hipblaslt_TN_9691,0.154652
GemmTunableOp_Half_TN,tn_12288_139_4096,Gemm_Rocblas_621294209,0.0437752
