Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_8192_8192_3584,Gemm_Rocblas_621286590,0.78205
GemmTunableOp_Half_TN,tn_8192_48_1024,Gemm_Rocblas_621286280,0.00694476
GemmTunableOp_Half_TN,tn_8192_32_3584,Gemm_Rocblas_621286335,0.0139708
GemmTunableOp_Half_TN,tn_7168_256_8192,Gemm_Hipblaslt_TN_9514,0.0744018
GemmTunableOp_Half_TN,tn_8192_24_1024,Gemm_Rocblas_621294144,0.00619925
GemmTunableOp_Half_TN,tn_1280_80_8192,Gemm_Rocblas_621294026,0.0133587
GemmTunableOp_Half_TN,tn_1280_112_8192,Gemm_Rocblas_621294162,0.0164818
GemmTunableOp_Half_TN,tn_8192_232_1024,Gemm_Rocblas_621286470,0.0139604
GemmTunableOp_Half_TN,tn_8192_88_1024,Gemm_Rocblas_621286440,0.00860484
GemmTunableOp_Half_TN,tn_1280_184_8192,Gemm_Hipblaslt_TN_9414,0.0211421
GemmTunableOp_Half_TN,tn_8192_152_1024,Gemm_Rocblas_621286472,0.0121197
GemmTunableOp_Half_TN,tn_7168_4_8192,Gemm_Hipblaslt_TN_9392,0.0267948
GemmTunableOp_Half_TN,tn_7168_176_8192,Gemm_Hipblaslt_TN_7582,0.0603365
GemmTunableOp_Half_TN,tn_8192_32_1024,Gemm_Rocblas_621286488,0.00651372
GemmTunableOp_Half_TN,tn_8192_56_3584,Gemm_Rocblas_621286337,0.0171441
GemmTunableOp_Half_TN,tn_1280_160_8192,Gemm_Rocblas_621294163,0.0188273
GemmTunableOp_Half_TN,tn_1280_32_8192,Gemm_Rocblas_621294136,0.00887244
GemmTunableOp_Half_TN,tn_1280_8_8192,Gemm_Rocblas_621286326,0.00876308
GemmTunableOp_Half_TN,tn_8192_216_1024,Gemm_Rocblas_621294209,0.0137335
GemmTunableOp_Half_TN,tn_8192_160_3584,Gemm_Hipblaslt_TN_9495,0.0287411
GemmTunableOp_Half_TN,tn_1280_56_8192,Gemm_Rocblas_621294145,0.0119634
GemmTunableOp_Half_TN,tn_8192_248_1024,Gemm_Rocblas_621286470,0.0140124
GemmTunableOp_Half_TN,tn_7168_136_8192,Gemm_Hipblaslt_TN_9306,0.0535558
GemmTunableOp_Half_TN,tn_7168_152_8192,Gemm_Hipblaslt_TN_8098,0.0555674
GemmTunableOp_Half_TN,tn_8192_2_3584,Gemm_Rocblas_621294041,0.0125491
GemmTunableOp_Half_TN,tn_8192_224_3584,Gemm_Rocblas_621286493,0.0363895
GemmTunableOp_Half_TN,tn_8192_24_3584,Gemm_Rocblas_621286335,0.0135835
GemmTunableOp_Half_TN,tn_8192_248_3584,Gemm_Rocblas_621286470,0.0377852
GemmTunableOp_Half_TN,tn_1280_40_8192,Gemm_Rocblas_621294145,0.0119138
GemmTunableOp_Half_TN,tn_8192_64_3584,Gemm_Rocblas_621286428,0.0168091
GemmTunableOp_Half_TN,tn_7168_8_8192,Gemm_Hipblaslt_TN_9392,0.0270039
GemmTunableOp_Half_TN,tn_7168_128_8192,Gemm_Hipblaslt_TN_7158,0.047804
GemmTunableOp_Half_TN,tn_1280_224_8192,Gemm_Rocblas_621294163,0.0217443
GemmTunableOp_Half_TN,tn_1280_136_8192,Gemm_Hipblaslt_TN_9414,0.0189983
GemmTunableOp_Half_TN,tn_7168_104_8192,Gemm_Hipblaslt_TN_9303,0.0473626
GemmTunableOp_Half_TN,tn_1280_104_8192,Gemm_Rocblas_621286434,0.0164173
GemmTunableOp_Half_TN,tn_8192_112_1024,Gemm_Rocblas_621286447,0.0086436
GemmTunableOp_Half_TN,tn_8192_112_3584,Gemm_Rocblas_621286440,0.0240711
GemmTunableOp_Half_TN,tn_8192_104_1024,Gemm_Rocblas_621294167,0.00863719
