Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_32000_256_8192,Gemm_Rocblas_621294717,0.325301
GemmTunableOp_Half_TN,tn_32000_54_8192,Gemm_Rocblas_621286467,0.163029
GemmTunableOp_Half_TN,tn_8192_4050_8192,Gemm_Hipblaslt_TN_9753,0.88945
GemmTunableOp_Half_TN,tn_8192_4081_28672,Gemm_Rocblas_621294658,3.45453
GemmTunableOp_Half_TN,tn_8192_4049_28672,Gemm_Rocblas_621286915,3.44878
GemmTunableOp_Half_TN,tn_57344_4048_8192,Gemm_Hipblaslt_TN_9882,6.63583
GemmTunableOp_Half_TN,tn_57344_2289_8192,Gemm_Rocblas_621294542,4.05874
GemmTunableOp_Half_TN,tn_8192_2370_28672,Gemm_Hipblaslt_TN_9771,2.31064
GemmTunableOp_Half_TN,tn_57344_4081_8192,Gemm_Hipblaslt_TN_9882,6.67436
GemmTunableOp_Half_TN,tn_8192_2000_28672,Gemm_Hipblaslt_TN_9653,1.7399
GemmTunableOp_Half_TN,tn_8192_2082_28672,Gemm_Hipblaslt_TN_9762,2.04698
GemmTunableOp_Half_TN,tn_8192_2129_8192,Gemm_Hipblaslt_TN_9742,0.502796
GemmTunableOp_Half_TN,tn_57344_2079_8192,Gemm_Hipblaslt_TN_9827,3.98338
GemmTunableOp_Half_TN,tn_10240_2082_8192,Gemm_Hipblaslt_TN_9690,0.625829
GemmTunableOp_Half_TN,tn_57344_2321_8192,Gemm_Rocblas_621294542,4.41331
GemmTunableOp_Half_TN,tn_10240_66_8192,Gemm_Hipblaslt_TN_8095,0.0494141
GemmTunableOp_Half_TN,tn_10240_56_8192,Gemm_Hipblaslt_TN_7492,0.0472449
GemmTunableOp_Half_TN,tn_57344_2113_8192,Gemm_Hipblaslt_TN_9827,3.99662
GemmTunableOp_Half_TN,tn_8192_63_8192,Gemm_Hipblaslt_TN_7484,0.0396788
GemmTunableOp_Half_TN,tn_8192_55_28672,Gemm_Rocblas_621294228,0.146029
GemmTunableOp_Half_TN,tn_8192_58_8192,Gemm_Hipblaslt_TN_7484,0.0397321
GemmTunableOp_Half_TN,tn_57344_2257_8192,Default,3.99286
GemmTunableOp_Half_TN,tn_10240_2321_8192,Gemm_Rocblas_621286684,0.674449
GemmTunableOp_Half_TN,tn_10240_4000_8192,Gemm_Hipblaslt_TN_9814,1.11633
GemmTunableOp_Half_TN,tn_57344_31_8192,Gemm_Hipblaslt_TN_9429,0.253559
GemmTunableOp_Half_TN,tn_57344_29_8192,Gemm_Hipblaslt_TN_9429,0.257099
GemmTunableOp_Half_TN,tn_8192_28_8192,Gemm_Hipblaslt_TN_9415,0.0337199
GemmTunableOp_Half_TN,tn_8192_2465_28672,Gemm_Hipblaslt_TN_9774,2.37357
GemmTunableOp_Half_TN,tn_8192_2413_8192,Gemm_Hipblaslt_TN_9651,0.558864
GemmTunableOp_Half_TN,tn_8192_2305_28672,Gemm_Hipblaslt_TN_9771,2.27599
GemmTunableOp_Half_TN,tn_10240_54_8192,Gemm_Hipblaslt_TN_7492,0.0469979
GemmTunableOp_Half_TN,tn_8192_4017_28672,Gemm_Rocblas_621286894,3.4349
GemmTunableOp_Half_TN,tn_8192_2190_28672,Gemm_Hipblaslt_TN_9762,2.07512
GemmTunableOp_Half_TN,tn_32000_68_8192,Gemm_Hipblaslt_TN_9479,0.187814
GemmTunableOp_Half_TN,tn_8192_2397_28672,Gemm_Hipblaslt_TN_9771,2.32709
GemmTunableOp_Half_TN,tn_8192_2302_28672,Gemm_Hipblaslt_TN_9771,2.26482
GemmTunableOp_Half_TN,tn_8192_2238_8192,Gemm_Hipblaslt_TN_9742,0.509735
GemmTunableOp_Half_TN,tn_10240_68_8192,Gemm_Hipblaslt_TN_9304,0.0504932
GemmTunableOp_Half_TN,tn_57344_2028_8192,Gemm_Hipblaslt_TN_9840,3.53986
GemmTunableOp_Half_TN,tn_8192_2017_28672,Gemm_Hipblaslt_TN_9840,1.78082
GemmTunableOp_Half_TN,tn_8192_2337_8192,Gemm_Hipblaslt_TN_9229,0.551708
GemmTunableOp_Half_TN,tn_10240_2415_8192,Gemm_Hipblaslt_TN_9697,0.695083
GemmTunableOp_Half_TN,tn_8192_2160_28672,Gemm_Hipblaslt_TN_9762,2.06279
GemmTunableOp_Half_TN,tn_57344_2127_8192,Gemm_Hipblaslt_TN_9827,4.0125
GemmTunableOp_Half_TN,tn_10240_55_8192,Gemm_Hipblaslt_TN_9088,0.0474745
GemmTunableOp_Half_TN,tn_57344_2385_8192,Default,4.35834
GemmTunableOp_Half_TN,tn_8192_2239_8192,Gemm_Hipblaslt_TN_9742,0.509928
GemmTunableOp_Half_TN,tn_57344_2065_8192,Gemm_Rocblas_621294542,3.89636
GemmTunableOp_Half_TN,tn_10240_31_8192,Gemm_Hipblaslt_TN_9415,0.0408391
GemmTunableOp_Half_TN,tn_32000_60_8192,Gemm_Rocblas_621286466,0.163802
GemmTunableOp_Half_TN,tn_10240_2145_8192,Gemm_Hipblaslt_TN_9690,0.63628
GemmTunableOp_Half_TN,tn_8192_2270_28672,Gemm_Hipblaslt_TN_9774,2.24222
GemmTunableOp_Half_TN,tn_57344_2337_8192,Gemm_Rocblas_621294542,4.40813
GemmTunableOp_Half_TN,tn_32000_30_8192,Gemm_Rocblas_621294578,0.150622
GemmTunableOp_Half_TN,tn_10240_2113_8192,Gemm_Hipblaslt_TN_9729,0.625172
GemmTunableOp_Half_TN,tn_8192_68_28672,Gemm_Hipblaslt_TN_7871,0.174174
GemmTunableOp_Half_TN,tn_57344_67_8192,Gemm_Hipblaslt_TN_7091,0.318878
GemmTunableOp_Half_TN,tn_10240_2257_8192,Gemm_Hipblaslt_TN_9697,0.656587
GemmTunableOp_Half_TN,tn_8192_2321_8192,Gemm_Hipblaslt_TN_9274,0.552601
GemmTunableOp_Half_TN,tn_57344_2049_8192,Gemm_Rocblas_621294542,3.91467
GemmTunableOp_Half_TN,tn_57344_2302_8192,Gemm_Hipblaslt_TN_9855,4.12773
GemmTunableOp_Half_TN,tn_8192_2417_28672,Gemm_Hipblaslt_TN_9771,2.32022
GemmTunableOp_Half_TN,tn_57344_2160_8192,Gemm_Hipblaslt_TN_156,3.99395
GemmTunableOp_Half_TN,tn_8192_56_8192,Gemm_Hipblaslt_TN_7492,0.039745
GemmTunableOp_Half_TN,tn_32000_67_8192,Gemm_Hipblaslt_TN_9479,0.187255
GemmTunableOp_Half_TN,tn_57344_2225_8192,Gemm_Rocblas_621294543,4.0167
GemmTunableOp_Half_TN,tn_8192_67_8192,Gemm_Hipblaslt_TN_9304,0.04429
GemmTunableOp_Half_TN,tn_8192_59_28672,Gemm_Rocblas_621294228,0.148999
GemmTunableOp_Half_TN,tn_8192_2270_8192,Gemm_Hipblaslt_TN_9742,0.509451
GemmTunableOp_Half_TN,tn_32000_62_8192,Gemm_Rocblas_621294203,0.163411
GemmTunableOp_Half_TN,tn_10240_2289_8192,Gemm_Rocblas_621286578,0.661366
GemmTunableOp_Half_TN,tn_57344_59_8192,Gemm_Rocblas_621286466,0.301089
GemmTunableOp_Half_TN,tn_8192_4066_28672,Gemm_Rocblas_621286915,3.44063
GemmTunableOp_Half_TN,tn_10240_2397_8192,Gemm_Hipblaslt_TN_9690,0.679562
GemmTunableOp_Half_TN,tn_32000_59_8192,Gemm_Rocblas_621286466,0.163253
GemmTunableOp_Half_TN,tn_8192_59_8192,Gemm_Hipblaslt_TN_7484,0.039325
GemmTunableOp_Half_TN,tn_8192_60_8192,Gemm_Hipblaslt_TN_7484,0.0395851
GemmTunableOp_Half_TN,tn_8192_2366_8192,Gemm_Hipblaslt_TN_9651,0.558109
GemmTunableOp_Half_TN,tn_57344_4049_8192,Gemm_Hipblaslt_TN_9963,6.68542
GemmTunableOp_Half_TN,tn_57344_2129_8192,Gemm_Hipblaslt_TN_9733,4.01333
GemmTunableOp_Half_TN,tn_57344_4033_8192,Gemm_Rocblas_621294279,6.65389
GemmStridedBatchedTunableOp_Half_TN,tn_2096_2096_128_B_64,Gemm_Hipblaslt_TN_158,0.313417
GemmStridedBatchedTunableOp_Half_TN,tn_2192_2192_128_B_64,Gemm_Hipblaslt_TN_158,0.370294
GemmStridedBatchedTunableOp_Half_TN,tn_2178_2178_128_B_64,Gemm_Hipblaslt_TN_158,0.372712
GemmStridedBatchedTunableOp_Half_TN,tn_2161_2161_128_B_64,Gemm_Rocblas_621294106,0.388171
GemmStridedBatchedTunableOp_Half_TN,tn_2028_2028_128_B_64,Gemm_Hipblaslt_TN_6950,0.340685
GemmStridedBatchedTunableOp_Half_TN,tn_2017_2017_128_B_64,Gemm_Hipblaslt_TN_6950,0.339588
GemmStridedBatchedTunableOp_Half_TN,tn_2255_2255_128_B_64,Gemm_Rocblas_621294106,0.420102
GemmStridedBatchedTunableOp_Half_TN,tn_2191_2191_128_B_64,Gemm_Rocblas_621294106,0.39451
GemmStridedBatchedTunableOp_Half_TN,tn_16_16_128_B_64,Gemm_Rocblas_621286717,0.0068454
GemmStridedBatchedTunableOp_Half_TN,tn_2097_2097_128_B_64,Gemm_Hipblaslt_TN_6879,0.371538
GemmStridedBatchedTunableOp_Half_TN,tn_2079_2079_128_B_64,Gemm_Rocblas_621294106,0.360648
GemmStridedBatchedTunableOp_Half_TN,tn_2193_2193_128_B_64,Gemm_Rocblas_621294106,0.400799
GemmStridedBatchedTunableOp_Half_TN,tn_2417_2417_128_B_64,Gemm_Rocblas_621294106,0.48338
GemmStridedBatchedTunableOp_Half_TN,tn_2239_2239_128_B_64,Gemm_Rocblas_621294533,0.411973
GemmStridedBatchedTunableOp_Half_TN,tn_2385_2385_128_B_64,Gemm_Hipblaslt_TN_9831,0.471353
GemmTunableOp_Half_TN,tn_10240_2097_8192,Gemm_Hipblaslt_TN_9209,0.641372
GemmTunableOp_Half_TN,tn_57344_2096_8192,Gemm_Rocblas_621294543,3.93996
GemmTunableOp_Half_TN,tn_57344_4017_8192,Gemm_Rocblas_621286915,6.71498
