Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_4096_8000_7168,Gemm_Rocblas_621294435,0.769708
GemmTunableOp_Half_TN,tn_4096_8192_7168,Gemm_Rocblas_621294435,0.782091
GemmTunableOp_Half_TN,tn_4096_256_2048,Gemm_Rocblas_621294168,0.0147544
GemmTunableOp_Half_TN,tn_64128_232_4096,Gemm_Rocblas_621286905,0.298564
GemmTunableOp_Half_TN,tn_3072_8000_4096,Gemm_Rocblas_621294481,0.352286
GemmTunableOp_Half_TN,tn_3072_256_4096,Gemm_Rocblas_621294168,0.0224111
GemmTunableOp_Half_TN,tn_14336_8192_4096,Gemm_Hipblaslt_TN_9749,1.61754
GemmTunableOp_Half_TN,tn_3072_232_4096,Gemm_Rocblas_621294168,0.0224393
GemmTunableOp_Half_TN,tn_4096_232_2048,Gemm_Rocblas_621294168,0.0144776
GemmTunableOp_Half_TN,tn_14336_232_4096,Gemm_Hipblaslt_TN_9634,0.0653603
GemmStridedBatchedTunableOp_Half_TN,tn_32_32_128_B_16,Gemm_Rocblas_621286465,0.00593808
GemmTunableOp_Half_TN,tn_64128_8_4096,Gemm_Rocblas_621294224,0.138458
GemmTunableOp_Half_TN,tn_14336_256_4096,Gemm_Hipblaslt_TN_9355,0.0671359
GemmTunableOp_Half_TN,tn_14336_8000_4096,Gemm_Hipblaslt_TN_9890,1.53211
GemmTunableOp_Half_TN,tn_3072_8192_4096,Gemm_Rocblas_621294481,0.350465
GemmTunableOp_Half_TN,tn_4096_232_7168,Gemm_Rocblas_621294230,0.0421177
GemmTunableOp_Half_TN,tn_4096_8000_2048,Gemm_Rocblas_621286281,0.232183
GemmTunableOp_Half_TN,tn_64128_256_4096,Gemm_Rocblas_621286905,0.296158
GemmTunableOp_Half_TN,tn_4096_8192_2048,Gemm_Rocblas_621286281,0.232991
GemmTunableOp_Half_TN,tn_4096_256_7168,Gemm_Rocblas_621294230,0.042949
GemmStridedBatchedTunableOp_Half_TN,tn_1000_1000_128_B_16,Gemm_Rocblas_621293994,0.0251432
